Sección;Capítulo;Partida;Subpartida;Fracción;Region ;Pais ;Gasto
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Bielorrusia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Bosnia y Herzegovina;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Bulgaria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Chipre;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Croacia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Dinamarca;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Eslovenia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;España;704.649,49
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Estonia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Federación Rusa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Finlandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Francia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Georgia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Gibraltar;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Grecia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Hungría;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Irlanda;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Islandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Italia;50.098,60
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Letonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Liechtenstein;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Lituania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Luxemburgo;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Macedonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Malta;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Moldavia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;No identificados de la U.E.;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Noruega;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Países Bajos;500.040,30
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Polonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Portugal;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Reino Unido;220.427,22
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;República Checa;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;República Eslovaca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Rumania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Serbia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Suecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Suiza;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Turquía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;18  Cacao y sus preparaciones;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;África y Oceanía;África y Oceanía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;18  Cacao y sus preparaciones;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;América del Norte;América del Norte;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;18  Cacao y sus preparaciones;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;Asia;Asia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;18  Cacao y sus preparaciones;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;Latinoamérica y Antillas;Latinoamérica y Antillas;
Sección IV  Productos de las industrias alimentarias, bebidas,...;18  Cacao y sus preparaciones;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;1801 - Cacao en grano, entero o partido, crudo o tostado;Otros;Otros;
